ags,name,verwaltungsform,bev_30_06,schulden_gesamt_eur,kredite_eur,kassenkredite_eur
01057700,Bothkamp,50,240,8662,-,-
01057700,Dannau,50,578,4700999,-,-
01057700,Giekau,50,980,519938,-,-
01057700,Großbarkau,50,252,271862,-,56918
01057700,Helmstorf,50,303,71419,-,-
01057700,Hohenfelde,50,1012,334929,-,154529
01057700,Hohwacht (Ostsee),50,813,751525,-,337981
01057700,Honigsee,50,454,-,-,-
01057700,Högsdorf,50,395,1274331,1194853,-
01057700,Kirchbarkau,50,792,-,-,-
01057700,Kirchnüchel,50,199,13740,-,13740
01057700,Klamp,50,627,876500,876500,-
01057700,Klein Barkau,50,261,168323,-,-
01057700,Kletkamp,50,89,-,-,-
01057700,Kühren,50,568,-,-,-
01057700,Lehmkuhlen,50,1258,-,-,-
01057700,Löptin,50,283,50000,-,-
01057700,"Lütjenburg, Amtsverwaltung",55,15380,4199351,609442,712317
01057700,"Lütjenburg, Stadt",50,5451,3685369,3685369,-
01057700,Nettelsee,50,434,278977,-,-
01057700,Panker,50,1470,1426191,-,-
01057700,"Plön, Stadt",41,8894,10884286,8384286,2500000
01057700,Pohnsdorf,50,360,-,-,-
01057700,Postfeld,50,413,56139,-,-
01057700,"Preetz-Land, Amtsverwaltung",55,9065,3067133,-,-
01057700,Rastorf,50,776,390000,-,-
01057700,Schellhorn,50,1518,2315586,-,-
01057700,Schwartbuck,50,790,2855274,2734869,-
01057700,Tröndel,50,371,921587,921587,-
01057700,Wahlstorf,50,439,623413,-,-
01057700,Warnau,50,388,333794,-,-
01057800,Bönebüttel,41,2127,250000,-,-
01057900,Bösdorf,41,1245,835787,835787,-
01057900,Dersau,50,980,880533,-,-
01057900,Dörnick,50,255,-,-,-
01057900,Grebin,50,1010,49272,49272,-
01057900,"Großer Plöner See, Amtsverwaltung",55,4656,47313,-,-
01057900,Kalübbe,50,562,786988,786988,-
01057900,Lebrade,50,583,35780,-,-
01057900,Nehmten,50,294,-,-,-
01057900,Rantzau,50,338,210396,210396,-
01057900,Rathjensdorf,50,479,387800,-,-
01057900,Wittmoldt,50,155,91685,91685,-
01058000,Ascheffel,50,1003,745624,-,-
01058000,Borgstedt,50,1775,516310,-,516310
01058000,Brekendorf,50,989,1473204,1473204,-
01058000,Böhnhusen,-,-,-,-,-
01058000,Bünsdorf,50,526,885227,-,773883
01058000,Damendorf,50,455,654071,-,241204
01058000,Flintbek,-,-,-,-,-
01058000,"Flintbek, Amtsverwaltung",-,-,-,-,-
01058000,Groß Wittensee,50,1308,4049091,-,-
01058000,Haby,50,562,503761,-,-
01058000,Holtsee,50,1262,1831474,-,-
01058000,Holzbunge,50,339,127008,-,-
01058000,Hütten,50,222,59700,-,59700
01058000,"Hüttener Berge, Amtsverwaltung",55,14713,2760992,2760992,-
01058000,Klein Wittensee,50,213,-,-,-
01058001,Ahlefeld-Bistensee,50,502,611485,611485,-
01058001,Neu Duvenstedt,50,122,8,-,-
01058001,Osterby,50,970,884748,-,-
01058001,Owschlag,50,3694,4316874,3309053,1007821
01058001,Schönhorst,-,-,-,-,-
01058001,Sehestedt,50,771,358505,358505,-
01058001,Techelsdorf,-,-,-,-,-
01058010,"Rendsburg-Eckernförde, Kreisverwaltung",32,277174,146250,-,-
01058200,Dänischenhagen,50,3686,3424217,216500,-
01058200,"Dänischenhagen, Amtsverwaltung",55,8894,522516,8590,-
01058200,Kronshagen,41,12136,9406854,6977911,-
01058201,Noer,50,851,346457,24673,-
01058201,Schwedeneck,50,2921,2705571,2705571,-
01058201,Strande,50,1436,6526002,5912779,-
01058300,Achterwehr,50,1042,388410,388410,-
01058300,"Achterwehr, Amtsverwaltung",55,11793,1710000,-,-
01058300,Alt Duvenstedt,50,1918,120822,120822,-
01058300,Altenhof,50,346,-,-,-
01058300,Barkelsby,50,1575,-,-,-
01058300,Bredenbek,50,1558,1868820,-,-
01058300,Brinjahe,50,106,-,-,-
01058300,Brodersby,50,701,1099950,-,-
01058300,Damp,50,1514,9847522,9847522,-
01058300,Dörphof,50,738,1938197,-,-
01058300,"Eckernförde, Stadt",41,21440,4282820,-,-
01058300,Embühren,50,207,-,-,-
01058300,Felde,50,2090,2477630,2473330,-
01058300,Fleckeby,50,2047,802544,18223,-
01058300,Fockbek,50,6582,-,-,-
01058300,"Fockbek, Amtsverwaltung",55,11012,1236001,-,-
01058300,Gammelby,50,494,289625,-,-
01058300,Güby,50,677,-,-,-
01058300,Haale,50,497,1527290,1527290,-
01058300,Hamweddel,50,451,-,-,-
01058300,Holzdorf,50,860,499100,-,-
01058300,Hummelfeld,50,273,699161,699161,-
01058300,Hörsten,50,61,-,-,-
01058300,Jevenstedt,50,3331,7664754,249600,-
01058300,"Jevenstedt, Amtsverwaltung",55,11345,5080161,4210761,-
01058300,Karby,50,553,498498,-,-
01058300,Kosel,50,1400,-,-,-
01058300,Krummwisch,50,719,140966,140966,-
01058300,Loose,50,853,2110918,101718,-
01058300,"Schlei-Ostsee, Amtsverwaltung",55,18951,1374000,-,-
01058301,Goosefeld,50,723,-,-,-
01058301,Luhnstedt,50,375,173200,-,-
01058301,Melsdorf,50,2086,7310916,4217410,-
01058301,Nübbel,50,1471,1073744,-,-
01058301,Ottendorf,50,1013,281000,-,-
01058301,Quarnbek,50,1749,1426216,-,-
01058301,Rickert,50,1041,-,-,-
01058301,Rieseby,50,2802,8328760,8328760,-
01058301,Schülp b. Rendsburg,50,1012,248900,-,-
01058301,Stafstedt,50,359,383900,-,-
01058301,Thumby,50,364,-,-,-
01058301,Waabs,50,1437,1414400,-,-
01058301,Westensee,50,1536,2463192,597000,-
01058301,Westerrönfeld,50,4946,8420891,8067115,41676
01058301,Windeby,50,1018,259918,-,-
01058301,Winnemark,50,576,700000,-,-
01058400,Bargstedt,50,782,20000,-,-
01058400,Bokel,50,593,-,-,-
01058400,Borgdorf-Seedorf,50,446,26125,-,-
01058400,Brammer,50,358,-,-,-
01058400,"Büdelsdorf, Stadt",41,10465,22916556,7543250,-
01058400,"Dänischer Wohld, Amtsverwaltung",55,17444,435840,435840,-
01058400,Dätgen,50,590,-,-,-
01058400,Eisendorf,50,279,-,-,-
01058400,Ellerdorf,50,492,4024840,-,-
01058400,Emkendorf,50,1332,1694898,1605322,-
01058400,Felm,50,1224,573492,573492,-
01058400,Gettorf,50,7544,6372954,6372954,-
01058400,Gnutz,50,1162,-,-,-
01058400,Groß Vollstedt,50,988,673814,673814,-
01058400,Krogaspe,50,445,38152,12400,-
01058400,Langwedel,50,1576,712595,654995,-
01058400,Lindau,50,1427,952226,-,-
01058400,"Nortorfer Land, Amtsverwaltung",55,18804,8550290,213948,-
01058401,Neudorf-Bornstein,50,1110,938668,878994,59674
01058401,Neuwittenbek,50,1162,1709865,1709865,-
01058401,"Nortorf, Stadt",50,7042,847733,20104,-
01058401,Oldenhütten,50,150,149904,-,85329
01058401,Osdorf,50,2667,3157460,-,-
01058401,Schinkel,50,1011,1115448,1115448,-
01058401,Schülp b. Nortorf,50,781,-,-,-
01058401,Timmaspe,50,1101,17691,17691,-
01058401,Tüttendorf,50,1299,201340,201340,-
01058401,Warder,50,687,-,-,-
01058500,Altenholz,41,9865,12067255,-,-
01058500,Arpsdorf,50,307,463556,-,-
01058500,Aukrug,50,3728,4926332,4801332,-
01058500,Beldorf,50,277,562132,-,-
01058500,Bendorf,50,455,-,-,-
01058500,Beringstedt,50,735,902844,902844,-
01058500,Bornholt,50,170,100000,-,-
01058500,Ehndorf,50,587,-,-,-
01058500,Gokels,50,609,621124,-,-
01058500,Grauel,50,273,408221,-,-
01058500,Hanerau-Hademarschen,50,2934,3179640,-,-
01058500,Heinkenborstel,50,140,431729,-,75218
01058500,Hohenwestedt,50,5388,5998165,22717,-
01058500,Jahrsdorf,50,226,361300,-,-
01058500,"Mittelholstein, Amtsverwaltung",55,24199,1058510,1058510,-
01058500,"Rendsburg, Stadt",41,30326,59403778,2657504,2677100
01058501,Lütjenwestedt,50,551,792910,-,-
01058501,Meezen,50,372,570900,570900,-
01058501,Mörel,50,268,341180,-,-
01058501,Nienborstel,50,601,694669,694669,-
01058501,Nindorf,50,628,1307718,-,-
01058501,Oldenbüttel,50,270,650745,-,-
01058501,Osterstedt,50,665,2071878,-,-
01058501,Padenstedt,50,1805,518991,-,-
01058501,Rade b. Hohenwestedt,50,97,-,-,-
01058501,Remmels,50,441,459683,-,-
01058501,Seefeld,50,343,408666,-,-
01058501,Steenfeld,50,326,394827,394827,-
01058501,Tackesdorf,50,69,212000,-,-
01058501,Tappendorf,50,325,596926,-,-
01058501,Thaden,50,240,437588,437588,-
01058501,Todenbüttel,50,1038,2588442,-,-
01058501,Wapelfeld,50,331,442204,-,-
01058600,Blumenthal,50,620,2977621,-,-
01058600,Böhnhusen,50,288,540664,-,-
01058600,"Eidertal, Amtsverwaltung",55,16866,-,-,-
01058600,Flintbek,50,7474,15178726,-,2017462
01058601,Mielkendorf,50,1370,4269261,4269261,-
01058601,Molfsee,50,5019,2613839,27250,-
01058601,Rodenbek,50,455,203181,203181,-
01058601,Rumohr,50,804,1702500,1702500,-
01058601,Schierensee,50,353,813986,-,-
01058601,Schönhorst,50,334,529278,529278,-
01058601,Techelsdorf,50,149,201619,201619,-
01058700,Bargstall,50,170,361968,361968,-
01058700,Breiholz,50,1320,510667,30500,-
01058700,Christiansholm,50,232,523150,-,-
01058700,Elsdorf-Westermühlen,50,1633,1560122,-,-
01058700,Friedrichsgraben,50,52,45500,-,-
01058700,Friedrichsholm,50,395,500653,-,-
01058700,Hamdorf,50,1377,12770,-,-
01058700,Hohn,50,2669,2872394,409700,-
01058700,"Hohner Harde, Amtsverwaltung",55,8919,7477876,4391952,2776724
01058700,Königshügel,50,171,100000,-,-
01058700,Lohe-Föhrden,50,439,-,-,-
01058701,Prinzenmoor,50,167,190500,-,-
01058701,Sophienhamm,50,294,-,-,-
01058800,Bovenau,50,1105,25564,-,-
01058800,"Eiderkanal, Amtsverwaltung",55,12776,2806886,-,-
01058800,Haßmoor,50,256,-,-,-
01058801,Ostenfeld (Rendsburg),50,599,-,-,-
01058801,Osterrönfeld,50,5039,-,-,-
01058801,Rade b. Rendsburg,50,216,-,-,-
01058801,Schacht-Audorf,50,4808,325268,75268,-
01058801,Schülldorf,50,753,182493,-,-
01058900,Bissee,50,166,112500,-,-
01058900,Blumenthal,-,-,-,-,-
01058900,Bordesholm,50,7773,3908865,521365,-
01058900,"Bordesholm, Amtsverwaltung",55,14709,2077596,97219,1903577
01058900,Brügge,50,1151,441514,299614,-
01058900,Grevenkrug,50,217,-,-,-
01058900,Groß Buchwald,50,375,-,-,-
01058900,Hoffeld,50,180,-,-,-
01058900,Loop,50,192,142500,-,-
01058900,"Molfsee, Amtsverwaltung",-,-,-,-,-
01058900,Wasbek,41,2517,1532400,1532400,-
01058901,Mielkendorf,-,-,-,-,-
01058901,Molfsee,-,-,-,-,-
01058901,Mühbrook,50,538,223578,84400,-
01058901,Negenharrie,50,370,-,-,-
01058901,Reesdorf,50,156,280330,-,-
01058901,Rodenbek,-,-,-,-,-
01058901,Rumohr,-,-,-,-,-
01058901,Schierensee,-,-,-,-,-
01058901,Schmalstede,50,297,7500,-,-
01058901,Schönbek,50,219,105000,-,-
01058901,Sören,50,195,67500,-,-
01058901,Wattenbek,50,2880,607242,76750,-
01059000,"Arnis, Stadt",50,263,-,-,-
01059000,"Geltinger Bucht, Amtsverwaltung",55,13019,1578326,-,-
01059000,Grödersby,50,228,346102,346102,-
01059000,Harrislee,41,11835,5046900,-,-
01059000,"Kappeln-Land, Amtsverwaltung",55,1422,-,-,-
01059000,Oersberg,50,300,404861,404861,-
01059000,"Oeversee, Amtsverwaltung",55,11203,202337,7800,-
01059000,Rabenkirchen-Faulück,50,631,960400,637250,-
01059001,Ahneby,50,204,56500,-,-
01059001,Esgrus,50,790,478550,478550,-
01059001,Gelting,50,2325,421089,-,-
01059001,Hasselberg,50,940,448990,-,-
01059001,Kronsgaard,50,262,4038,4038,-
01059001,Maasholm,50,636,135000,-,-
01059001,Nieby,50,130,-,-,-
01059001,Niesgrau,50,532,338345,338345,-
01059001,Oeversee,50,3640,5227512,944200,-
01059001,Pommerby,50,160,47792,-,-
01059001,Rabel,50,620,202500,202500,-
01059001,Rabenholz,50,291,365825,-,-
01059001,Sieverstedt,50,1628,2452511,2452511,-
01059001,Stangheck,50,230,-,-,-
01059001,Steinberg,50,868,888400,888400,-
01059001,Steinbergkirche,50,2868,693615,-,-
01059001,Sterup,50,1461,1611550,-,-
01059001,Stoltebüll,50,702,-,-,-
01059001,Tarp,50,5935,5185303,233595,-
01059010,"Schleswig-Flensburg, Kreisverwaltung",32,204405,12524763,3384263,-
01059200,"Eggebek, Amtsverwaltung",55,9359,13431629,7739860,-
01059200,"Schafflund, Amtsverwaltung",55,13380,427542,427542,-
01059201,Böxlund,50,122,-,-,-
01059201,Eggebek,50,2488,6758033,5037019,641485
01059201,Großenwiehe,50,3297,3116523,105000,-
01059201,Holt,50,151,696160,-,696160
01059201,Hörup,50,625,82442,82442,-
01059201,Janneby,50,417,488405,177778,-
01059201,Jardelund,50,295,52624,-,-
01059201,Jerrishoe,50,1042,843065,-,-
01059201,Jörl,50,866,1913257,1496590,-
01059201,Langstedt,50,1040,2011108,301389,-
01059201,Lindewitt,50,2003,4564291,-,-
01059201,Medelby,50,1054,827161,827161,-
01059201,Meyn,50,769,200404,-,-
01059201,Nordhackstedt,50,462,53872,-,-
01059201,Osterby,50,311,667427,634426,-
01059201,Schafflund,50,2918,3642857,3642857,-
01059201,Sollerup,50,484,1085750,735600,149817
01059201,Süderhackstedt,50,352,323748,127933,-
01059201,Wallsbüll,50,938,188000,188000,-
01059201,Wanderup,50,2670,4659469,2262301,-
01059201,Weesby,50,435,52624,52624,-
01059300,"Arensharde, Amtsverwaltung",55,14573,1212628,26200,1186428
01059300,Bollingstedt,50,1428,2403825,-,-
01059300,Ellingstedt,50,752,826213,812000,14213
01059300,"Glücksburg (Ostsee), Stadt",41,6220,15611297,15363797,-
01059300,Handewitt,41,11375,14622413,112950,-
01059300,Hollingstedt,50,1027,476140,-,-
01059300,Hüsby,50,812,-,-,-
01059300,Jübek,50,2678,170702,-,-
01059300,Lürschau,50,1068,703000,703000,-
01059300,Schuby,50,2791,201250,-,-
01059300,Silberstedt,50,2427,4297392,-,-
01059300,Treia,50,1590,2814400,-,-
01059400,Böel,50,726,767000,767000,-
01059400,Loit,50,266,221000,221000,-
01059400,Mohrkirch,50,970,973684,973684,-
01059400,Norderbrarup,50,658,166648,-,-
01059400,Nottfeld,50,119,-,-,-
01059400,Rügge,50,248,-,-,-
01059400,Saustrup,50,194,279000,279000,-
01059400,Scheggerott,50,344,-,-,-
01059400,Steinfeld,50,817,1085578,1085578,-
01059400,Süderbrarup,50,5243,7074728,-,-
01059400,"Süderbrarup, Amtsverwaltung",55,11670,8034036,-,-
01059400,Ulsnis,50,707,678000,678000,-
01059400,Wagersrott,50,226,264280,264280,-
01059401,Boren,50,1152,1312653,1312653,-
01059500,Borgwedel,50,713,690721,690721,-
01059500,Busdorf,50,2037,2741946,-,-
01059500,Dannewerk,50,1131,211736,211736,-
01059500,Fahrdorf,50,2638,3814692,3814692,-
01059500,Geltorf,50,359,-,-,-
01059500,"Haddeby, Amtsverwaltung",55,8890,7048151,7048151,-
01059500,Jagel,50,949,1400000,-,-
01059500,"Kappeln, Stadt",41,8554,5662754,5557469,-
01059500,Lottorf,50,238,-,-,-
01059500,"Schleswig, Stadt",41,25110,42955186,39050694,-
01059500,Selk,50,825,125994,125994,-
01059600,Alt Bennebek,50,339,420200,420200,-
01059600,Bergenhusen,50,733,1469800,1469800,-
01059600,Börm,50,736,1608956,1608956,-
01059600,Dörpstedt,50,586,666900,666900,-
01059600,Erfde,50,2143,6873570,6873570,-
01059600,Groß Rheide,50,950,957275,957275,-
01059600,Klein Bennebek,50,529,1011467,1011467,-
01059600,Klein Rheide,50,335,372400,-,-
01059600,Kropp,50,6592,15588313,14453171,-
01059600,"Kropp-Stapelholm, Amtsverwaltung",55,17358,-,-,-
01059600,Meggerdorf,50,717,1084884,1084884,-
01059600,Tetenhusen,50,948,1376386,1376386,-
01059600,Tielen,50,293,1202717,1199317,-
01059600,Wohlde,50,532,1045455,1045455,-
01059601,Stapel,50,1925,3655128,3655128,-
01059700,Böklund,50,1663,3494232,-,-
01059700,Havetoft,50,967,2363212,-,-
01059700,Idstedt,50,885,1077604,1077604,-
01059700,Klappholz,50,471,262933,-,-
01059700,"Langballig, Amtsverwaltung",55,8474,509948,3085,-
01059700,Neuberend,50,1144,617425,-,-
01059700,Nübel,50,1298,-,-,-
01059700,Schaalby,50,1516,2228289,-,-
01059700,Stolk,50,864,1126002,1126002,-
01059700,Struxdorf,50,698,271449,-,-
01059700,"Südangeln, Amtsverwaltung",55,13495,3480948,1543900,-
01059700,Süderfahrenstedt,50,471,1022238,-,-
01059700,Taarstedt,50,905,1463707,-,-
01059700,Tolk,50,1075,1396243,1396243,-
01059700,Twedt,50,477,20353,-,-
01059700,Uelsby,50,397,-,-,-
01059701,Brodersby-Goltoft,50,664,1531462,1531462,-
01059701,Dollerup,50,1034,787521,783487,-
01059701,Grundhof,50,1017,4035,4035,-
01059701,Langballig,50,1565,2693399,2598135,-
01059701,Munkbrarup,50,1175,96986,-,96986
01059701,Ringsberg,50,555,-,-,-
01059701,Wees,50,2365,1111592,-,-
01059701,Westerholz,50,763,157544,153509,-
01059900,"Hürup, Amtsverwaltung",55,8558,78109,78109,-
01059900,"Mittelangeln, Amtsverwaltung",55,9910,209032,-,-
01059900,Schnarup-Thumby,50,547,433598,-,-
01059901,Ausacker,50,516,-,-,-
01059901,Freienwill,50,1593,2203027,-,-
01059901,Großsolt,50,1725,1340515,1340515,-
01059901,Husby,50,2341,3308981,-,-
01059901,Hürup,50,2383,5804538,5493938,-
01059901,Maasbüll,-,-,-,-,-
01059901,Mittelangeln,50,5296,5899513,12742,-
01059901,Sörup,50,4067,10542782,304272,-
01059901,Tastrup,-,-,-,-,-
01060010,"Segeberg, Kreisverwaltung",32,280923,56646818,1078919,-
01060200,"Wahlstedt, Stadt",41,9835,12861077,3551,337909
01060300,Alveslohe,50,2753,4902976,4428407,474569
01060300,"Auenland Südholstein, Amtsverwaltung",55,11036,4847458,4847458,-
01060300,Bark,50,994,-,-,-
01060300,Bebensee,50,651,-,-,-
01060300,Boostedt,50,6009,388400,-,-
01060300,"Boostedt-Rickling, Amtsverwaltung",55,12897,26171,26171,-
01060300,Daldorf,50,640,506834,397806,-
01060300,Fredesdorf,50,408,174992,-,-
01060300,Groß Kummerfeld,50,1801,977387,977387,-
01060300,Groß Niendorf,50,666,-,-,-
01060300,Hartenholm,50,1852,462050,450000,12050
01060300,Hasenmoor,50,696,1272942,1272942,-
01060300,Heidmühlen,50,660,331568,331568,-
01060300,Högersdorf,50,395,150000,-,-
01060300,Kükels,50,454,201121,-,-
01060300,Latendorf,50,598,-,-,-
01060300,Leezen,50,1884,-,-,-
01060300,"Leezen, Amtsverwaltung",55,9082,1671152,1671152,-
01060300,Lentföhrden,50,2620,3588785,3543398,45387
01060300,Mözen,50,456,643500,643500,-
01060300,Neversdorf,50,722,-,-,-
01060300,"Norderstedt, Stadt",41,81137,99537401,3356,-
01060300,Nützen,50,1229,-,-,-
01060300,Rickling,50,3189,4802816,-,-
01060300,Schmalfeld,50,1886,2406839,2406839,-
01060300,Schwissel,50,275,1016,-,-
01060300,Todesfelde,50,1101,1399968,-,-
01060301,Wittenborn,50,1076,2791757,-,-
01060400,"Bad Bramstedt, Stadt",41,15340,25119116,20029310,-
01060400,Bornhöved,50,3343,2152817,-,-
01060400,"Bornhöved, Amtsverwaltung",55,11007,-,-,-
01060400,Damsdorf,50,240,-,-,-
01060400,Gönnebek,50,564,415922,-,-
01060400,Itzstedt,50,2522,4434521,2101742,-
01060400,"Itzstedt, Amtsverwaltung",55,12678,867710,867710,-
01060400,"Kaltenkirchen, Stadt",41,23213,23682203,-,-
01060400,Kayhude,50,1179,1610141,108911,-
01060400,Nahe,50,2505,4408000,-,-
01060400,Oering,50,1398,2849233,579233,-
01060400,Schmalensee,50,489,-,-,-
01060400,Seth,50,1741,229512,229512,-
01060400,Stocksee,50,396,-,-,-
01060400,Sülfeld,50,3333,640000,-,-
01060400,Tarbek,50,168,-,-,-
01060400,Tensfeld,50,711,674632,642100,-
01060400,Trappenkamp,50,5096,25925660,-,-
01060500,Armstedt,50,387,411000,-,-
01060500,"Bad Bramstedt-Land, Amtsverwaltung",55,11266,3371700,3371700,-
01060500,"Bad Segeberg, Stadt",41,18632,13587473,769164,-
01060500,Bimöhlen,50,1078,-,-,-
01060500,Borstel,50,138,462600,462600,-
01060500,Fuhlendorf,50,424,886111,886111,-
01060500,Föhrden-Barl,50,304,411500,-,-
01060500,Großenaspe,50,3034,827300,-,-
01060500,Hagen,50,460,3159278,-,-
01060500,Hardebek,50,497,-,-,-
01060500,Hasenkrug,50,363,347000,-,-
01060500,Heidmoor,50,294,495800,495800,-
01060500,Hitzhusen,50,1258,1089000,-,-
01060500,Mönkloh,50,247,455810,-,-
01060500,Weddelbrook,50,1062,2940737,-,-
01060500,Wiemersdorf,50,1720,3846700,-,-
01060600,Bahrenhof,50,211,-,-,-
01060600,Blunk,50,568,599326,-,-
01060600,Bühnsdorf,50,358,-,-,-
01060600,Dreggers,50,55,-,-,-
01060600,Fahrenkrug,50,1555,1276248,-,-
01060600,Geschendorf,50,552,1096559,186000,-
01060600,Glasau,50,830,595198,-,-
01060600,Groß Rönnau,50,531,758700,758700,-
01060600,Klein Gladebrügge,50,618,-,-,-
01060600,Klein Rönnau,50,1872,1067725,-,-
01060600,Krems II,50,384,1094312,510000,-
01060600,Negernbötel,50,969,581097,-,-
01060600,Nehms,50,564,-,-,-
01060600,Neuengörs,50,796,-,-,-
01060600,Pronstorf,50,1572,-,-,-
01060600,Rohlstorf,50,1156,687582,-,-
01060600,Schackendorf,50,858,-,-,-
01060600,Schieren,50,259,96250,16250,-
01060600,Seedorf,50,2220,449323,207223,-
01060600,Stipsdorf,50,247,160465,-,-
01060600,Strukdorf,50,255,1214500,1214500,-
01060600,"Trave-Land, Amtsverwaltung",55,19915,492104,-,-
01060600,Travenhorst,50,190,-,-,-
01060600,Traventhal,50,518,-,-,-
01060600,Wakendorf I,50,464,-,-,-
01060600,Weede,50,984,861799,168049,-
01060600,Wensin,50,896,786083,38925,-
01060600,Westerrade,50,433,250560,-,-
01060800,Hüttblek,50,387,-,-,-
01060800,Kattendorf,50,802,132972,132972,-
01060800,Kisdorf,50,3930,-,-,-
01060800,"Kisdorf, Amtsverwaltung",55,10647,2316484,2316484,-
01060800,Oersdorf,50,904,274275,-,-
01060800,Sievershütten,50,1084,283013,283013,-
01060800,Struvenhütten,50,942,223347,-,-
01060800,Stuvenborn,50,858,228603,228603,-
01060800,Wakendorf II,50,1372,-,-,-
01060801,Winsen,50,368,33802,33802,-
01060900,Ellerau,41,6194,7329248,6316589,983186
01060900,Henstedt-Ulzburg,41,28044,14783571,10783571,-
01061010,"Steinburg, Kreisverwaltung",32,131959,48547039,-,-
01061300,Bahrenfleth,50,590,25619,25619,-
01061300,Dägeling,50,1050,-,-,-
01061300,Elskop,50,154,-,-,-
01061300,Grevenkop,50,333,20407,-,-
01061300,"Krempe, Stadt",50,2424,9797451,9673387,-
01061300,Kremperheide,50,2291,1278253,-,660434
01061300,"Krempermarsch, Amtsverwaltung",55,9325,301665,-,-
01061300,Krempermoor,50,543,26033,-,-
01061300,Neuenbrook,50,674,474876,-,-
01061300,Rethwisch,50,547,1148803,-,-
01061300,"Wilster, Stadt",41,4302,13642617,9456863,-
01061301,Süderau,50,719,19800,19800,-
01061400,Altenmoor,50,227,-,-,-
01061400,Auufer,50,133,14370,14370,-
01061400,Blomesche Wildnis,50,599,-,-,-
